,Variable,Feature,Value,Coefficient,N,N.not.0,P.value,Q.value,Measure,is_filtered
294,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus|t__Bacteroides_vulgatus_unclassified,time,0.006843004,518,195,7.52E-07,9.92E-06,tax,filtered
295,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,time,0.002878799,518,79,7.58E-07,9.92E-06,tax,filtered
296,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis|t__GCF_000154565,time,0.002878799,518,79,7.58E-07,9.92E-06,tax,filtered
297,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified,time,0.005433487,518,105,8.20E-07,1.07E-05,tax,filtered
298,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales,time,-0.007323406,518,469,1.09E-06,1.41E-05,tax,filtered
299,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae,time,-0.007323406,518,469,1.09E-06,1.41E-05,tax,filtered
300,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens,time,-0.003660985,518,70,1.48E-06,1.90E-05,tax,filtered
301,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified,time,-0.003660985,518,70,1.48E-06,1.90E-05,tax,filtered
302,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae,time,0.007150286,518,388,2.73E-06,3.49E-05,tax,filtered
303,time,k__Bacteria|p__Firmicutes|c__Negativicutes,time,0.007267755,518,389,3.05E-06,3.87E-05,tax,filtered
304,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales,time,0.007267755,518,389,3.05E-06,3.87E-05,tax,filtered
305,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae,time,0.003575721,518,93,3.63E-06,4.56E-05,tax,filtered
306,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__GCF_000154305,time,0.003575721,518,93,3.63E-06,4.56E-05,tax,filtered
307,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum,time,0.004458205,518,109,4.36E-06,5.43E-05,tax,filtered
308,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum|t__Clostridium_symbiosum_unclassified,time,0.004458205,518,109,4.36E-06,5.43E-05,tax,filtered
309,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,time,0.003766352,518,107,4.69E-06,5.80E-05,tax,filtered
310,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455,time,0.003766352,518,107,4.69E-06,5.80E-05,tax,filtered
311,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified,time,0.001607215,518,173,5.06E-06,6.23E-05,tax,filtered
312,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,time,0.001608457,518,173,5.09E-06,6.24E-05,tax,filtered
313,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae,time,0.003046802,518,81,8.81E-06,0.000106704,tax,filtered
314,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified,time,0.003046802,518,81,8.81E-06,0.000106704,tax,filtered
315,time,k__Bacteria|p__Proteobacteria,time,-0.006169156,518,493,1.75E-05,0.000211312,tax,filtered
316,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,time,0.001251552,518,486,1.92E-05,0.000229979,tax,filtered
317,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,time,0.001251552,518,486,1.92E-05,0.000229979,tax,filtered
318,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,time,0.000877494,518,482,2.82E-05,0.000336035,tax,filtered
319,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,time,0.006290653,518,265,4.37E-05,0.000519344,tax,filtered
320,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,time,0.006266511,518,265,4.61E-05,0.000545175,tax,filtered
321,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified,time,-0.004886005,518,337,4.95E-05,0.000583371,tax,filtered
322,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus,time,0.005699485,518,179,5.64E-05,0.000659995,tax,filtered
323,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus|t__Lactobacillus_rhamnosus_unclassified,time,0.005699485,518,179,5.64E-05,0.000659995,tax,filtered
324,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,time,-0.006522056,518,396,6.68E-05,0.000775648,tax,filtered
325,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified,time,-0.006522056,518,396,6.68E-05,0.000775648,tax,filtered
326,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA,time,0.00196936,518,66,9.51E-05,0.001092416,tax,filtered
327,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA|t__GCF_000209445,time,0.00196936,518,66,9.51E-05,0.001092416,tax,filtered
328,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae,time,-0.001836937,518,261,0.000152103,0.001733969,tax,filtered
329,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia,time,-0.001820645,518,261,0.000154188,0.001751258,tax,filtered
330,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname,time,0.001932022,518,92,0.00019125,0.00214842,tax,filtered
331,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA,time,0.001932022,518,92,0.00019125,0.00214842,tax,filtered
332,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA|t__GCF_000155435,time,0.001932022,518,92,0.00019125,0.00214842,tax,filtered
333,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,time,0.004683648,518,512,0.000204505,0.00228897,tax,filtered
334,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,time,-0.001711695,518,257,0.000209225,0.002324892,tax,filtered
335,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified,time,-0.001711695,518,257,0.000209225,0.002324892,tax,filtered
336,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,time,0.004652618,518,512,0.000212363,0.002351265,tax,filtered
337,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname,time,0.001706246,518,238,0.000248727,0.002734222,tax,filtered
338,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella,time,0.001706246,518,238,0.000248727,0.002734222,tax,filtered
339,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified,time,0.000446691,518,444,0.000256875,0.00281374,tax,filtered
340,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,time,0.003738743,518,146,0.000258469,0.002821159,tax,filtered
341,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified,time,0.003736335,518,146,0.000262534,0.002855405,tax,filtered
342,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia,time,-0.005655435,518,451,0.000310755,0.003367969,tax,filtered
343,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,time,0.000430442,518,445,0.000395989,0.004276682,tax,filtered
344,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,time,0.00250729,518,79,0.000600284,0.006371286,tax,filtered
345,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens|t__Bacteroides_xylanisolvens_unclassified,time,0.00250729,518,79,0.000600284,0.006371286,tax,filtered
346,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae|t__GCF_000233455,time,0.001311109,518,55,0.000703651,0.007435397,tax,filtered
347,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae,time,0.001310553,518,55,0.000705372,0.007435397,tax,filtered
348,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,time,-0.003293842,518,420,0.0010031,0.010537681,tax,filtered
349,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified,time,0.002027261,518,76,0.00130767,0.013283853,tax,filtered
350,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,time,-0.002480029,518,62,0.001372429,0.013850278,tax,filtered
351,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__Klebsiella_pneumoniae_unclassified,time,-0.002480029,518,62,0.001372429,0.013850278,tax,filtered
352,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme,time,0.002200133,518,78,0.002253559,0.022375664,tax,filtered
353,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_unclassified,time,0.000423101,518,148,0.002852648,0.027963221,tax,filtered
354,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified,time,-0.002340965,518,121,0.003600177,0.034633675,tax,filtered
355,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,time,-0.002337974,518,121,0.003609037,0.034633675,tax,filtered
356,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae,time,0.002088824,518,383,0.009320288,0.08667023,tax,filtered
357,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified,time,0.002088824,518,383,0.009320288,0.08667023,tax,filtered
358,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans,time,-0.000598211,518,152,0.010800927,0.098944203,tax,filtered
359,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_haemolysans|t__Gemella_haemolysans_unclassified,time,-0.000598211,518,152,0.010800927,0.098944203,tax,filtered
360,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis,time,0.002251518,518,154,0.017236434,0.155127904,tax,filtered
361,time,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified,time,0.00193834,518,311,0.017465514,0.156421161,tax,filtered
362,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,time,0.001649558,518,231,0.017625073,0.156421161,tax,filtered
363,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified,time,0.001649558,518,231,0.017625073,0.156421161,tax,filtered
364,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve,time,0.000358793,518,316,0.026508103,0.225392103,tax,filtered
365,time,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified,time,0.000358793,518,316,0.026508103,0.225392103,tax,filtered
366,time,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis|t__Parabacteroides_distasonis_unclassified,time,0.002096853,518,154,0.026604137,0.225585495,tax,filtered
367,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca,time,0.000654124,518,173,0.028555464,0.239492421,tax,filtered
368,time,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca|t__Klebsiella_oxytoca_unclassified,time,0.000654124,518,173,0.028555464,0.239492421,tax,filtered
89,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname,time,0.029432011,646,344,1.54E-124,4.84E-121,tax,unfiltered
90,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes,time,0.025579928,646,305,3.99E-108,6.27E-105,tax,unfiltered
91,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae,time,0.024829527,646,254,1.90E-101,1.99E-98,tax,unfiltered
92,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium,time,0.02484107,646,254,6.32E-101,4.96E-98,tax,unfiltered
93,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium,time,0.02279674,646,251,4.49E-96,2.35E-93,tax,unfiltered
94,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,time,0.02279674,646,251,4.49E-96,2.35E-93,tax,unfiltered
95,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus,time,0.020571099,646,206,5.39E-94,2.42E-91,tax,unfiltered
96,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,time,0.027900902,646,398,3.34E-89,1.31E-86,tax,unfiltered
97,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus,time,0.025958508,646,365,9.48E-88,2.98E-85,tax,unfiltered
98,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified,time,0.025958508,646,365,9.48E-88,2.98E-85,tax,unfiltered
99,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified,time,0.022557193,646,237,9.05E-87,2.58E-84,tax,unfiltered
100,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname,time,0.025139321,646,377,5.93E-86,1.55E-83,tax,unfiltered
101,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA,time,0.023759823,646,230,1.30E-85,2.93E-83,tax,unfiltered
102,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA|t__GCF_000185525,time,0.023759823,646,230,1.30E-85,2.93E-83,tax,unfiltered
103,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae,time,0.025025935,646,383,1.05E-84,2.21E-82,tax,unfiltered
104,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia,time,0.021916261,646,412,4.91E-83,9.64E-81,tax,unfiltered
105,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii,time,0.023544033,646,149,1.17E-81,2.03E-79,tax,unfiltered
106,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii|t__GCF_000173975,time,0.023544033,646,149,1.17E-81,2.03E-79,tax,unfiltered
107,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified,time,0.024301865,646,339,1.98E-81,3.27E-79,tax,unfiltered
108,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum,time,0.024343097,646,339,3.48E-81,5.46E-79,tax,unfiltered
109,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii,time,0.024048011,646,338,1.14E-80,1.63E-78,tax,unfiltered
110,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445,time,0.024048011,646,338,1.14E-80,1.63E-78,tax,unfiltered
111,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,time,0.017115775,646,212,5.47E-80,7.16E-78,tax,unfiltered
112,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875,time,0.017115775,646,212,5.47E-80,7.16E-78,tax,unfiltered
113,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia,time,0.021811757,646,242,4.91E-78,6.17E-76,tax,unfiltered
114,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae,time,0.018087964,646,360,1.47E-76,1.77E-74,tax,unfiltered
115,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum,time,0.015147069,646,246,1.75E-76,2.04E-74,tax,unfiltered
116,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified,time,0.015361689,646,246,3.73E-76,4.19E-74,tax,unfiltered
117,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus,time,-0.005202227,646,298,2.12E-75,2.30E-73,tax,unfiltered
118,time,k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae,time,-0.005200763,646,299,1.06E-74,1.11E-72,tax,unfiltered
119,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified,time,0.026066913,646,386,2.31E-74,2.34E-72,tax,unfiltered
120,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia,time,0.025689571,646,392,2.40E-72,2.21E-70,tax,unfiltered
121,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales,time,0.025689571,646,392,2.40E-72,2.21E-70,tax,unfiltered
122,time,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,time,0.025689571,646,392,2.40E-72,2.21E-70,tax,unfiltered
123,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,time,0.021043099,646,227,5.53E-68,4.96E-66,tax,unfiltered
124,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,time,0.015439308,646,153,4.71E-67,4.00E-65,tax,unfiltered
125,time,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875,time,0.015439308,646,153,4.71E-67,4.00E-65,tax,unfiltered
